name,time,value
humid,1704802492880014248,50.4
humid,1704802553035866949,50.5
humid,1704802613219377949,50.5
humid,1704802673585980054,50.3
humid,1704802733846830247,50.5
humid,1704802794282178070,50.5
humid,1704802854349788623,50.4
humid,1704802914610201542,50.5
humid,1704802975062225439,50.4
humid,1704803035372928320,50.4
humid,1704803095467843016,50.4
humid,1704803155973180471,50.4
humid,1704803216145733703,50.3
humid,1704803276382957120,50.4
humid,1704803336882962012,50.4
humid,1704803396895578277,50.3
humid,1704803457471524237,50.4
humid,1704803517573047969,50.4
humid,1704803577959009432,50.3
humid,1704803638111897437,50.3
humid,1704803698262190796,50.3
humid,1704803758765487361,50.2
humid,1704803818867838981,50.1
humid,1704803879259970658,49.8
humid,1704803939392852912,49.8
humid,1704803999909689866,49.9
humid,1704804059993936215,49.7
humid,1704804120387214188,49.7
humid,1704804180785651885,49.7
humid,1704804241057371348,49.7
humid,1704804301169260506,49.7
humid,1704804361448352132,49.8
humid,1704804421707169301,49.8
humid,1704804481962524108,49.8
humid,1704804542203768084,49.7
humid,1704804602637900434,49.8
humid,1704804662829212007,49.7
humid,1704804723194247626,49.7
humid,1704804783564454156,49.5
humid,1704804843742865593,49.7
humid,1704804904118634669,49.5
humid,1704804964351310266,49.6
humid,1704805024606777886,49.5
humid,1704805084846051212,49.4
humid,1704805145281623540,49.5
humid,1704805205482786024,49.5
humid,1704805265880144734,49.4
humid,1704805326103795017,49.4
humid,1704805386620063835,49.4
humid,1704805446732807514,49.4
humid,1704805506723876359,49.6
humid,1704805567260392734,49.6
humid,1704805627441166827,49.6
humid,1704805687570220409,49.7
humid,1704805748097368267,49.7
humid,1704805808131136859,49.7
humid,1704805868621530668,49.8
humid,1704805928722403532,49.7
humid,1704805988981107318,49.7
humid,1704806049305851044,49.6
humid,1704806109704333267,49.5
humid,1704806170107521115,49.5
humid,1704806230346165624,49.4
humid,1704806290417728246,49.2
humid,1704806350666735808,49.3
humid,1704806411195502360,49.2
humid,1704806471241639303,49.2
humid,1704806531772342188,49.2
humid,1704806591798512157,49.1
humid,1704806652177640039,49.0
humid,1704806712401276658,49.1
humid,1704806772699632545,49.0
humid,1704806833026153540,49.0
humid,1704806893214766551,49.0
humid,1704806953508481871,49.0
humid,1704807013957205739,49.1
humid,1704807074385466365,49.1
humid,1704807134582987781,49.1
humid,1704807194807801515,49.1
humid,1704807255088836562,48.9
humid,1704807315451683524,48.9
humid,1704807375615506261,48.9
humid,1704807435957303487,48.9
humid,1704807496288611418,48.9
humid,1704807556307989889,48.9
humid,1704807616780570965,48.9
humid,1704807677130495638,49.0
humid,1704807737343428661,48.9
humid,1704807797436873587,49.1
humid,1704807857930881277,49.1
humid,1704807918133725166,49.0
humid,1704807978383477980,49.1
humid,1704808038636751150,49.0
humid,1704808098900613862,48.9
humid,1704808159119021881,49.0
humid,1704808219476946818,48.9
humid,1704808279841491706,48.9
humid,1704808340131819535,48.9
humid,1704808400399296705,48.9
humid,1704808460620154606,48.8
humid,1704808521054059988,48.8
humid,1704808581409307423,48.9
humid,1704808641457810950,48.8
humid,1704808701860735825,48.9
humid,1704808762317892625,48.9
humid,1704808822231328444,49.0
humid,1704808882528441513,48.9
humid,1704808942813214290,48.9
humid,1704809003183818229,48.9
humid,1704809063469630908,48.8
humid,1704809123770759844,48.7
humid,1704809184064228804,48.7
humid,1704809244313837724,48.6
humid,1704809304723432702,48.7
humid,1704809364918521264,48.7
humid,1704809425205541041,48.7
humid,1704809485461361409,48.7
humid,1704809545927405222,48.8
humid,1704809605926853463,48.8
humid,1704809666370921983,48.8
humid,1704809726635026374,48.8
humid,1704809786948854723,48.7
humid,1704809847165905493,48.8
humid,1704809907442608713,49.0
humid,1704809967772746077,48.9
humid,1704810028110575869,48.9
humid,1704810088143661318,49.0
humid,1704810148635542941,48.9
humid,1704810208796318376,49.1
humid,1704810269134039895,49.0
humid,1704810329555071862,49.0
humid,1704810389758802497,49.1
humid,1704810450059924421,49.1
humid,1704810510252251053,49.3
humid,1704810570430938343,49.3
humid,1704810630762579107,49.3
humid,1704810691087350413,49.4
humid,1704810751260794350,49.2
humid,1704810811785057014,49.3
humid,1704810871887265392,49.4
humid,1704810932076409329,49.4
humid,1704810992478536187,49.3
humid,1704811052879400106,49.3
humid,1704811112971008668,49.3
humid,1704811173386504746,49.3
humid,1704811233628996804,49.4
humid,1704811294058921632,49.3
humid,1704811354210014152,49.2
humid,1704811414387992221,49.3
humid,1704811474927457969,49.3
humid,1704811535119127415,49.3
humid,1704811595311238711,49.4
humid,1704811655570408208,49.4
humid,1704811715844785073,49.3
humid,1704811776326489273,49.3
humid,1704811836443644679,49.4
humid,1704811896726044492,49.4
humid,1704811956881649691,49.5
humid,1704812017442776731,49.5
humid,1704812077615409687,49.6
humid,1704812137883609896,49.7
humid,1704812198108666773,49.8
humid,1704812258465679942,49.9
humid,1704812318674252956,50.0
humid,1704812378947741730,49.8
humid,1704812439393093744,49.9
humid,1704812499599740005,49.8
humid,1704812560037106163,49.8
humid,1704812620218409430,49.9
humid,1704812680252843834,50.0
humid,1704812740752048381,50.1
humid,1704812800838546273,50.0
humid,1704812861237169512,50.2
humid,1704812921546834837,50.2
humid,1704812981681109149,50.3
humid,1704813042030130326,50.4
humid,1704813102396043285,50.4
humid,1704813162738155263,50.5
humid,1704813223058213916,50.3
humid,1704813283214693422,50.5
humid,1704813343429275777,50.5
humid,1704813403892105686,50.5
humid,1704813464101206046,50.5
humid,1704813524456816922,50.5
humid,1704813584654432352,50.5
humid,1704813644954882379,50.6
humid,1704813705313212598,50.7
humid,1704813765552048992,50.6
humid,1704813825933264977,50.6
humid,1704813886115984897,50.7
humid,1704813946256365354,50.8
humid,1704814006751833665,50.7
humid,1704814066739225365,50.8
humid,1704814127170086418,50.9
humid,1704814187369385452,50.9
humid,1704814247736938254,50.9
humid,1704814308182581892,51.0
humid,1704814368362748370,51.1
humid,1704814428421170163,51.0
humid,1704814488785200805,51.0
humid,1704814549175571366,51.0
humid,1704814609375110088,51.0
humid,1704814669702639062,51.1
humid,1704814730077691550,51.1
humid,1704814790440593803,51.1
humid,1704814850605242669,51.2
humid,1704814910841842918,51.2
humid,1704814971132537835,51.2
humid,1704815031338682984,51.2
humid,1704815091688070900,51.1
humid,1704815151838892440,51.1
humid,1704815212194682768,51.1
humid,1704815272387720957,51.1
humid,1704815332852107404,51.1
humid,1704815393002571467,51.1
humid,1704815453457119280,51.1
humid,1704815513709875213,51.1
humid,1704815573817222708,51.2
humid,1704815634278948899,51.2
humid,1704815694348620153,51.2
humid,1704815754662839899,51.3
humid,1704815815011539556,51.3
humid,1704815875219998687,51.4
humid,1704815935465661670,51.4
humid,1704815996022682018,51.3
humid,1704816056241197527,51.3
humid,1704816116481169531,51.3
humid,1704816176775256835,51.4
humid,1704816236937641061,51.4
humid,1704816297482860623,51.3
humid,1704816357574959823,51.4
humid,1704816417873909600,51.4
humid,1704816478123720552,51.5
humid,1704816538356839218,51.4
humid,1704816598861310230,51.5
humid,1704816658862759447,51.5
humid,1704816719248904320,51.5
humid,1704816779621787297,51.5
humid,1704816839827741734,51.5
humid,1704816900319380195,51.6
humid,1704816960270980766,51.5
humid,1704817020787924583,51.5
humid,1704817081032922916,51.5
humid,1704817141114604174,51.6
humid,1704817201434607976,51.6
humid,1704817261849115175,51.6
humid,1704817321962025023,51.6
humid,1704817382433552028,51.7
humid,1704817442590531122,51.7
humid,1704817503017762753,51.7
humid,1704817563097711410,51.7
humid,1704817623545878661,51.8
humid,1704817683943788597,51.9
humid,1704817744038945001,51.9
humid,1704817804565216939,51.9
humid,1704817864841142916,51.8
humid,1704817924859024679,51.8
humid,1704817985169781791,51.7
humid,1704818045378124421,51.8
humid,1704818105682208721,51.8
humid,1704818166054053524,51.9
humid,1704818226432577195,51.9
humid,1704818286734074266,51.9
humid,1704818346939295307,51.9
humid,1704818407053892037,51.9
humid,1704818467440590898,52.0
humid,1704818527839897919,52.1
humid,1704818588092424624,52.1
humid,1704818648298333880,52.0
humid,1704818708620779500,52.0
humid,1704818769025950111,52.1
humid,1704818829043131616,52.1
humid,1704818889481048649,52.1
humid,1704818949879794729,52.2
humid,1704819010087966824,52.3
humid,1704819070292363644,52.3
humid,1704819130664285274,52.3
humid,1704819190961985136,52.4
humid,1704819250991538712,52.4
humid,1704819311340148399,52.5
humid,1704819371742330150,52.5
humid,1704819432055609292,52.5
humid,1704819492296424185,52.5
humid,1704819552456585110,52.5
humid,1704819612878309459,52.5
humid,1704819673110086095,52.5
humid,1704819733507306628,52.6
humid,1704819793709330643,52.6
humid,1704819853986990379,52.6
humid,1704819914140514435,52.6
humid,1704819974433460054,52.6
humid,1704820034913192584,52.6
humid,1704820095197814128,52.7
humid,1704820155415620056,52.7
humid,1704820215546663811,52.7
humid,1704820275967189693,52.7
humid,1704820336101401999,52.8
humid,1704820396319214714,52.8
humid,1704820456651309259,52.8
humid,1704820516874453034,52.9
humid,1704820577377130386,52.8
humid,1704820637612526023,52.8
humid,1704820698001328102,52.9
humid,1704820758242170075,52.9
humid,1704820818514056469,52.8
humid,1704820878666307431,52.9
humid,1704820939072478197,52.9
humid,1704820999216572978,53.0
humid,1704821059479600992,52.9
humid,1704821119791174384,52.9
humid,1704821179980776809,52.8
humid,1704821240590394225,52.8
humid,1704821300798164801,52.8
humid,1704821360917579232,52.9
humid,1704821421230622139,52.9
humid,1704821481388198458,53.0
humid,1704821541709993114,53.0
humid,1704821602133286666,53.1
humid,1704821662286850086,53.1
humid,1704821722509485092,53.0
humid,1704821782806719432,53.0
humid,1704821843169118455,53.1
humid,1704821903516782471,53.1
humid,1704821963725008341,53.2
humid,1704822024196293083,53.2
humid,1704822084328149421,53.2
humid,1704822144680262369,53.2
humid,1704822204829020971,53.2
humid,1704822265106578975,53.2
humid,1704822325529600848,53.2
humid,1704822385803463336,53.2
humid,1704822446213004695,53.2
humid,1704822506354373977,53.3
humid,1704822566532594218,53.3
humid,1704822626773490417,53.3
humid,1704822687044231004,53.3
humid,1704822747619489851,53.3
humid,1704822807591628515,53.3
humid,1704822867898135335,53.3
humid,1704822928399239490,53.3
humid,1704822988701016141,53.3
humid,1704823048773754022,53.3
humid,1704823109048546229,53.3
humid,1704823169426717630,53.3
humid,1704823229680687910,53.2
humid,1704823289916061899,53.2
humid,1704823350279565091,53.4
humid,1704823410407345064,53.5
humid,1704823470964923580,53.5
humid,1704823531077232945,53.5
humid,1704823591496399782,53.5
humid,1704823651704866100,53.5
humid,1704823712015298346,53.6
humid,1704823772270911450,53.6
humid,1704823832606513096,53.6
humid,1704823892873113683,53.6
humid,1704823953240935240,53.6
humid,1704824013238421007,53.6
humid,1704824073738415830,53.6
humid,1704824133933297570,53.6
humid,1704824194092238304,53.6
humid,1704824254694745260,53.6
humid,1704824314708574302,53.6
humid,1704824375210561355,53.6
humid,1704824435338216163,53.7
humid,1704824495639743657,53.7
humid,1704824556051895149,53.6
humid,1704824616217110941,53.6
humid,1704824676570844455,53.6
humid,1704824736698839068,53.6
humid,1704824796958650103,53.6
humid,1704824857380363442,53.6
humid,1704824917663443474,53.5
humid,1704824977954199603,53.5
humid,1704825038055811985,53.5
humid,1704825098283276930,53.6
humid,1704825158683209257,53.5
humid,1704825218865848853,53.5
humid,1704825279136037376,53.5
humid,1704825339470567084,53.4
humid,1704825399838372950,53.4
humid,1704825460097033345,53.4
humid,1704825520550847173,53.5
humid,1704825580795654520,53.5
humid,1704825640929443135,53.5
humid,1704825701151167179,53.4
humid,1704825761476859048,53.4
humid,1704825821792371008,53.4
humid,1704825882158630948,53.4
humid,1704825942339057131,53.4
humid,1704826002645068978,53.3
humid,1704826062954046784,53.3
humid,1704826123075108987,53.3
humid,1704826183590542709,53.3
humid,1704826243826987010,53.4
humid,1704826304186906394,53.4
humid,1704826364303358001,53.3
humid,1704826424494750340,53.4
humid,1704826485051199088,53.4
humid,1704826545171717584,53.4
humid,1704826605351683740,53.4
humid,1704826665608656011,53.4
humid,1704826725993634855,53.3
humid,1704826786310405296,53.3
humid,1704826846495960109,53.3
humid,1704826906924748251,53.3
humid,1704826967332713134,53.3
humid,1704827027589191373,53.3
humid,1704827087812458546,53.3
humid,1704827147991330670,53.3
humid,1704827208203577006,53.4
humid,1704827268712029721,53.4
humid,1704827328730299427,53.3
humid,1704827389149654318,53.4
humid,1704827449535671416,53.4
humid,1704827510502808663,53.4
humid,1704827569883644671,53.4
humid,1704827630308956690,53.4
humid,1704827690584187264,53.4
humid,1704827750707516059,53.4
humid,1704827811038024043,53.4
humid,1704827871263269537,53.4
humid,1704827931516391408,53.6
humid,1704827991845972405,53.5
humid,1704828052160598496,53.5
humid,1704828112575403208,53.5
humid,1704828172694403477,53.4
humid,1704828233047952573,53.4
humid,1704828293252439100,53.4
humid,1704828353667455707,53.4
humid,1704828413983938782,53.5
humid,1704828474278709036,53.5
humid,1704828534529632062,53.5
humid,1704828594659172636,53.4
humid,1704828655158585657,53.5
humid,1704828715184589145,53.5
humid,1704828775598634650,53.5
humid,1704828835988723487,53.5
humid,1704828896191323243,53.6
humid,1704828956545060115,53.6
humid,1704829016793848677,53.6
humid,1704829076892177987,53.6
humid,1704829137415768168,53.6
humid,1704829197486326984,53.6
humid,1704829257857516107,53.6
humid,1704829318108831593,53.7
humid,1704829378312814189,53.6
humid,1704829438708093059,53.7
humid,1704829499041777006,53.7
humid,1704829559256574574,53.7
humid,1704829619516627430,53.7
humid,1704829679826000969,53.7
humid,1704829740238608741,53.7
humid,1704829792348128699,1
humid,1704829792404826426,2
humid,1704829800316900553,53.7
humid,1704829860663840597,53.8
humid,1704829920858054593,53.7
humid,1704829981203811468,53.7
humid,1704830041503367054,53.7
humid,1704830101782598081,53.8
humid,1704830162036790938,53.7
humid,1704830222339005319,53.8
humid,1704830282656527023,53.8
humid,1704830342883032800,53.7
humid,1704830403194318449,53.7
humid,1704830463514802062,53.7
humid,1704830523720366080,53.7
humid,1704830584195557738,53.7
humid,1704830644448226742,53.7
humid,1704830704727166683,53.7
humid,1704830764932876625,53.7
humid,1704830825309572289,53.6
humid,1704830885501011097,53.6
humid,1704830945702773715,53.7
humid,1704831006126941879,53.6
humid,1704831066234157012,53.6
humid,1704831126688054541,53.7
humid,1704831186910106973,53.6
humid,1704831247268873648,53.7
humid,1704831307463261555,53.6
humid,1704831367608027445,53.6
humid,1704831428116014103,53.5
humid,1704831488266005071,53.4
humid,1704831548542898572,53.5
humid,1704831608946803178,53.4
humid,1704831669197759932,53.5
humid,1704831729330898905,53.4
humid,1704831789732654866,53.5
humid,1704831849935498876,53.5
humid,1704831910330424575,53.4
humid,1704831970438507456,53.4
humid,1704832030860853258,53.4
humid,1704832091154380832,53.5
humid,1704832151509760729,53.4
humid,1704832211548553073,53.4
humid,1704832272046170115,53.4
humid,1704832332369578233,53.4
humid,1704832392524756162,53.4
humid,1704832452830634668,53.4
humid,1704832513202026981,53.4
humid,1704832573209403320,53.4
humid,1704832633730984309,53.5
humid,1704832694027705930,53.5
humid,1704832754326674920,53.4
humid,1704832814440762741,53.4
humid,1704832874784583419,53.5
humid,1704832935209426189,53.5
humid,1704832995365816917,53.5
humid,1704833055770813788,53.5
humid,1704833115919663157,53.5
humid,1704833176147034932,53.5
humid,1704833236482140621,53.5
humid,1704833296800095136,53.6
humid,1704833356974759677,53.5
humid,1704833417163021296,53.4
humid,1704833477556634724,53.6
humid,1704833537890271987,53.5
humid,1704833598333173881,53.5
humid,1704833658494417227,53.5
humid,1704833718679299534,53.4
humid,1704833778994062733,53.5
humid,1704833839235887766,53.6
humid,1704833899676650876,53.6
humid,1704833959766639673,53.6
humid,1704834020171491253,53.5
humid,1704834080510409787,53.4
humid,1704834140851082912,53.6
humid,1704834200927266404,53.5
humid,1704834261377629662,53.6
humid,1704834321498826873,53.6
humid,1704834381929239550,53.5
humid,1704834442167382730,53.5
humid,1704834502232993951,53.5
humid,1704834562506267312,53.5
humid,1704834623086528585,53.6
humid,1704834683186671384,53.7
humid,1704834743487987372,53.6
humid,1704834803914991086,53.6
humid,1704834864095109209,53.7
humid,1704834924483040390,53.7
humid,1704834984635720334,53.6
humid,1704835044866983889,53.6
humid,1704835105247527514,53.6
humid,1704835165399648977,53.6
humid,1704835225854192308,53.5
humid,1704835286056946139,53.6
humid,1704835346235572357,53.6
humid,1704835406589470916,53.6
humid,1704835466956609079,53.6
humid,1704835527283945666,53.6
humid,1704835587570098998,53.6
humid,1704835647735425108,53.6
humid,1704835708021474487,53.6
humid,1704835768361003693,53.6
humid,1704835828576642527,53.5
humid,1704835888717175450,53.5
humid,1704835949271844724,53.6
humid,1704836009347944006,53.5
humid,1704836069685837658,53.5
humid,1704836130007284226,53.5
humid,1704836190382471481,53.6
humid,1704836250436851721,53.6
humid,1704836310835667412,53.5
humid,1704836371089189399,53.5
humid,1704836431442139784,53.6
humid,1704836491613483906,53.6
humid,1704836551864920541,53.5
humid,1704836612293039632,53.5
humid,1704836672560511801,53.5
humid,1704836732667925324,53.5
humid,1704836793023628487,53.4
humid,1704836853330325892,53.4
humid,1704836913549872453,53.4
humid,1704836973826635680,53.4
humid,1704837034139920593,53.4
humid,1704837094453033777,53.4
humid,1704837154909934286,53.4
humid,1704837214907929389,53.5
humid,1704837275364728148,53.4
humid,1704837335470366222,53.4
humid,1704837395826136031,53.4
humid,1704837456229550557,53.3
humid,1704837516555153399,53.3
humid,1704837576604359642,53.4
humid,1704837637017163914,53.4
humid,1704837697377682202,53.4
humid,1704837757439407017,53.5
humid,1704837817810068993,53.4
humid,1704837878155539243,53.4
humid,1704837938280273390,53.4
humid,1704837998832020499,53.4
humid,1704838058973007774,53.4
humid,1704838119189982474,53.4
humid,1704838179535959365,53.4
humid,1704838239939492118,53.4
humid,1704838300224000485,53.4
humid,1704838360433922334,53.4
humid,1704838420716853960,53.5
humid,1704838480924454454,53.5
humid,1704838541403581865,53.4
humid,1704838601598205360,53.4
humid,1704838661879388820,53.5
humid,1704838722058532737,53.4
humid,1704838782231865269,53.3
humid,1704838842584765156,53.4
humid,1704838902943300627,53.4
humid,1704838963187648353,53.4
humid,1704839023475740973,53.4
humid,1704839083911385655,53.4
humid,1704839144243946760,53.4
humid,1704839204290438055,53.4
humid,1704839264595699524,53.4
humid,1704839324901815292,53.4
humid,1704839385117942608,53.3
humid,1704839445551437891,53.4
humid,1704839505751732583,53.4
humid,1704839566094575897,53.3
humid,1704839626302761782,53.4
humid,1704839686689739858,53.3
humid,1704839746830361909,53.3
humid,1704839807016011041,53.4
humid,1704839867559127197,53.3
humid,1704839927615265142,53.3
humid,1704839987924411671,53.3
humid,1704840048370301319,53.3
humid,1704840108515938216,53.3
humid,1704840168837785501,53.3
humid,1704840229289580543,53.3
humid,1704840289527578167,53.3
humid,1704840349675029548,53.3
humid,1704840409884277334,53.4
humid,1704840470262311722,53.4
humid,1704840530629932183,53.4
humid,1704840590811714298,53.4
humid,1704840650983937818,53.4
humid,1704840711456804123,53.3
humid,1704840771638247456,53.4
humid,1704840832075739492,53.4
humid,1704840892390946956,53.4
humid,1704840952461362527,53.4
humid,1704841012942047014,53.4
humid,1704841073060550380,53.4
humid,1704841133357313636,53.4
humid,1704841193751838280,53.4
humid,1704841253831463513,53.4
humid,1704841314275087055,53.5
humid,1704841374408011071,53.4
humid,1704841434665055344,53.5
humid,1704841494961058353,53.4
humid,1704841555360367673,53.5
humid,1704841615636821731,53.4
humid,1704841675891630645,53.3
humid,1704841736139570202,53.3
humid,1704841796351691890,53.2
humid,1704841856844846588,53.3
humid,1704841916869074228,53.3
humid,1704841977323611689,53.3
humid,1704842037735358867,53.3
humid,1704842097726122057,53.2
humid,1704842158061755886,53.3
humid,1704842218380176733,53.3
humid,1704842278757394409,53.3
humid,1704842339110149664,53.4
humid,1704842399261387800,53.3
humid,1704842459418950851,53.3
humid,1704842519915659755,53.3
humid,1704842580211663284,53.2
humid,1704842640468443429,53.3
humid,1704842700690278740,53.3
humid,1704842760842836425,53.3
humid,1704842821212921279,53.3
humid,1704842881625958798,53.2
humid,1704842941938777124,53.2
humid,1704843002200672055,53.3
humid,1704843062322585346,53.2
humid,1704843122655394983,53.3
humid,1704843182806739507,53.2
humid,1704843243199235048,53.2
humid,1704843303619795701,53.2
humid,1704843363688902409,53.2
humid,1704843424155475789,53.2
humid,1704843484192055365,53.2
humid,1704843544689185929,53.2
humid,1704843604756120639,53.2
humid,1704843665144842855,53.2
humid,1704843725501434812,53.1
humid,1704843785722466218,53.1
humid,1704843845926956167,53.0
humid,1704843906401171482,53.1
humid,1704843966444396726,53.1
humid,1704844026986600589,53.1
humid,1704844087082109672,53.1
humid,1704844147359188678,53.1
humid,1704844207676113905,53.2
humid,1704844267970671184,53.1
humid,1704844328413742335,53.2
humid,1704844388598033175,53.2
humid,1704844448840503956,53.2
humid,1704844509291191800,53.2
humid,1704844569392275139,53.2
humid,1704844629741376348,53.2
humid,1704844690020722801,53.2
humid,1704844750334984118,53.2
humid,1704844810578046964,53.2
humid,1704844870752261820,53.2
humid,1704844931249354907,53.2
humid,1704844991281440721,53.2
humid,1704845052729233412,53.1
humid,1704845111984285807,53.2
humid,1704845172077875782,53.2
humid,1704845232566420841,53.2
humid,1704845292648570594,53.1
humid,1704845353041117216,53.1
humid,1704845413503570289,53.2
humid,1704845473696283204,53.2
humid,1704845533938930713,53.1
humid,1704845594250848910,53.1
humid,1704845654658798233,53.2
humid,1704845714705868006,53.2
humid,1704845774956383009,53.2
humid,1704845835406047847,53.2
humid,1704845895608605597,53.2
humid,1704845956034780936,53.2
humid,1704846016085914297,53.3
humid,1704846076438859208,53.2
humid,1704846136689501220,53.3
humid,1704846196891199300,53.3
humid,1704846257317486896,53.2
humid,1704846317697408665,53.2
humid,1704846377792022262,53.2
humid,1704846437996066192,53.2
humid,1704846498552461092,53.2
humid,1704846558555318081,53.2
humid,1704846619077991678,53.2
humid,1704846679302768796,53.1
humid,1704846739512492968,53.3
humid,1704846799856249218,53.1
humid,1704846860037712037,53.1
humid,1704846920305695790,53.1
humid,1704846980640241101,53.1
humid,1704847040936526472,53.2
humid,1704847101085835909,53.2
humid,1704847161673125666,53.1
humid,1704847221919165303,53.1
humid,1704847281921716755,53.1
humid,1704847342398580513,53.1
humid,1704847402776437241,53.2
humid,1704847462983221663,53.2
humid,1704847523206221096,53.1
humid,1704847583586045662,53.1
humid,1704847643612231031,53.1
humid,1704847703954954108,53.1
humid,1704847764322010816,53.2
humid,1704847824663570339,53.2
humid,1704847884745895208,53.1
humid,1704847945032609129,53.1
humid,1704848005379599658,53.1
humid,1704848065772628504,53.0
humid,1704848126045894110,53.2
humid,1704848186184165505,53.2
humid,1704848246618637283,53.2
humid,1704848306887976393,53.1
humid,1704848367124336991,53.1
humid,1704848427484317824,53.1
humid,1704848487709452640,53.1
humid,1704848548048766253,53.1
humid,1704848608212174577,53.2
humid,1704848668502869668,53.2
humid,1704848728798344712,53.1
humid,1704848789142346943,53.2
humid,1704848849391071510,53.1
humid,1704848909722447228,53.1
humid,1704848969914860044,53.2
humid,1704849030345169208,53.2
humid,1704849090680884673,53.2
humid,1704849150852545159,53.2
humid,1704849211110493434,53.1
humid,1704849271478688997,53.1
humid,1704849331716267764,53.2
humid,1704849392077004210,53.2
humid,1704849452397025615,53.2
humid,1704849512686010173,53.2
humid,1704849572699960573,53.2
humid,1704849633094320820,53.1
humid,1704849693292897180,53.1
humid,1704849753569044150,53.1
humid,1704849813944480901,53.1
humid,1704849874151508146,53.1
humid,1704849934491526250,53.1
humid,1704849994899906985,53.2
humid,1704850054918452653,53.1
humid,1704850115282975280,53.1
humid,1704850175760107724,53.1
humid,1704850236016833004,53.1
humid,1704850296145162827,53.1
humid,1704850356464406096,53.0
humid,1704850416679547955,53.0
humid,1704850476936586893,53.1
humid,1704850537449139450,53.1
humid,1704850597543534632,53.0
humid,1704850657879521353,53.0
humid,1704850718175025595,53.0
humid,1704850778501740702,53.0
humid,1704850838607789419,53.0
humid,1704850898932166559,53.1
humid,1704850959393765433,53.1
humid,1704851019408942218,53.1
humid,1704851079999000971,53.2
humid,1704851140074815139,53.2
humid,1704851200256866836,53.1
humid,1704851260572748372,53.0
humid,1704851321076835267,53.0
humid,1704851381414334705,53.1
humid,1704851441629306215,53.1
humid,1704851501865900691,53.1
humid,1704851561998240565,53.0
humid,1704851622301044663,53.0
